Evobot Gen01 - Sensor Stream, Time Commenced:26-Feb-2015 15:46:53
time,current,Voltage,IR_L,IR_C,IR_R,IMU_disp_X,IMU_disp_Y,Yaw,Opt_flow_X,Opt_flow_Y,Opt_flow_YAW,Encoder_X,Encoder_Y,Motor_L,Motor_R,
144121,187.667,4.168,582,-1,-1,-14428.3,-13221.4,-0.1,3.1,2.9,0.6,18,-1,0,0,
144212,195.912,4.162,-1,-1,-1,0,0,-0.1,0,0,0,18,-1,0,0,
144310,191.119,4.173,580,-1,-1,0,0,-0.1,0,0,0,18,-1,0,0,
144341,194.119,4.133,580,-1,-1,0,0,-0.1,0,0,0,18,-1,0,0,
144392,190.854,4.138,-1,-1,-1,0,0,-0.1,0,0,0,18,-1,0,0,
144483,188.101,4.164,-1,-1,-1,0,0,-0.1,0,0,0,18,-1,0,0,
144576,191.31,4.166,705,-1,-1,0,0,-0.1,0,0,0,18,-1,0,0,
144682,322.806,4.143,692,-1,-1,14,-2,-0.1,0,0.8,-3.2,58,39,67,66,
144773,301.407,4.163,-1,-1,-1,106.7,-2.8,-0.2,1.3,12.1,-9.1,160,140,72,71,
144870,307.336,4.105,-1,-1,-1,59.3,-9,-0.1,0.5,11.7,-5.8,266,248,65,64,
144964,318.149,4.12,-1,-1,-1,229.4,-16.6,0.1,0.4,10.6,-5.6,354,338,73,69,
145054,335.199,4.126,-1,-1,-1,315,-30.1,0.1,0.6,12,-6.2,448,431,74,71,
145153,322.31,4.133,-1,-1,-1,482.2,-44.9,0.1,0.6,12.3,-6.3,554,536,72,71,
145250,323.123,4.078,-1,-1,-1,367.3,-49,0.2,0.6,11.5,-5.9,656,640,72,71,
145343,331.784,4.091,-1,-1,-1,768.1,-66.4,0.3,0.9,12.9,-6.6,756,739,72,70,
145443,306.944,4.076,-1,-1,-1,457.3,-79.2,0.3,0.8,12.3,-6.6,865,848,68,68,
145542,310.314,4.145,-1,-1,-1,232.3,-85,0.2,0.6,11.4,-5.9,971,951,66,67,
145635,292.64,4.167,-1,-1,401,247.7,-84.3,0.2,0.4,11.2,-6.1,1068,1050,65,67,
145733,307.202,4.12,-1,-1,372,257.1,-94.3,0.4,0.7,12,-6.2,1171,1155,65,66,
145835,285.77,4.165,-1,-1,346,1051.3,-113.9,0.4,0.7,12.4,-6.5,1279,1263,65,66,
145935,305.968,4.142,-1,-1,350,293.4,-121.9,0.4,0.8,12.2,-6.8,1385,1368,65,66,
146035,287.168,4.151,-1,-1,350,324.1,-128.4,0.4,0.9,12.1,-6.4,1490,1474,64,66,
146133,312.799,4.112,-1,-1,355,284.3,-137.1,0.4,0.7,12,-6.4,1592,1576,65,67,
