Evobot Gen01 - Sensor Stream, Time Commenced:05-Apr-2015 14:30:43
time,current,Voltage,IR_L,IR_C,IR_R,IMU_disp_X,IMU_disp_Y,Yaw,Opt_flow_X,Opt_flow_Y,Opt_flow_YAW,Encoder_X,Encoder_Y,Motor_L,Motor_R,
14666,169.56,4.045,626,364,296,0,0,-50.8,0.1,4,-3.5,0,-2,0,0,
14756,166.099,4.047,703,364,293,0,0,-50.8,0,0,0,0,-2,0,0,
14927,167.11,4.033,626,363,297,0,0,-50.7,0,0,0,0,-2,0,0,
15019,171.979,4.04,688,370,295,0,0,-50.7,0,0,0,0,-2,0,0,
15117,162.611,4.039,703,364,294,0,0,-50.7,0,0,0,0,-2,0,0,
15208,165.117,4.04,686,366,294,0,0,-50.7,0,0,0,0,-2,0,0,
15300,171.1,4.041,686,370,259,0,0,-50.7,0,0,0,0,-2,0,0,
15399,167.125,4.041,655,363,271,0,0,-50.7,0,0,0,0,-2,0,0,
15498,233.348,3.994,661,369,296,1.3,1,-50.7,0,1.2,0.6,30,18,32,36,
15599,225.485,4.034,-1,365,264,5.3,4.7,-50.8,0.1,6.1,-0.9,89,80,34,39,
15689,214.774,4.027,-1,356,297,4.6,3.7,-50.6,0.1,5.2,-0.7,137,130,30,32,
15787,223.662,4.024,-1,354,294,3.8,3.8,-50.7,0,4.9,-0.6,185,178,30,33,
15881,225.268,4.025,684,344,292,3.6,3.6,-50.5,0,5,-0.7,231,227,32,33,
15979,219.613,3.994,-1,344,294,3.8,3.8,-50.6,0.1,5.5,-1,283,278,32,33,
16059,215.779,4.04,-1,337,294,2.9,2.9,-50.6,0,4,-0.5,323,321,32,32,
16159,219.648,3.982,-1,334,277,3.8,3.8,-50.6,0.1,5.2,-0.9,375,374,32,32,
16259,220.015,4.041,-1,325,296,4.9,4,-50.5,0,5.2,-0.9,424,426,33,32,
16357,221.235,4.033,-1,326,294,3.9,3.9,-50.5,0,5,-0.7,475,475,33,32,
16451,228.331,4.028,-1,323,293,4,4,-50.5,0,5.6,-1,521,522,34,32,
16651,227.031,4.031,-1,310,294,3,3,-50.7,0,5.6,-0.8,627,625,34,32,
16731,224.708,4.033,-1,306,254,2.3,2.3,-50.8,0,4.5,-0.8,670,668,33,32,
16829,214.213,4.04,-1,303,294,3,3,-50.8,0,5.2,-0.5,721,721,33,32,
16927,223.517,4.044,705,298,293,3,3,-50.9,0,5.4,-0.7,773,772,33,32,
17020,224.003,3.978,528,296,294,3.1,3.1,-50.8,0.1,5.5,-0.7,821,822,33,32,
17122,354.998,3.917,-1,284,294,3.7,2.9,-49.1,-0.5,4.7,3.8,804,914,-95,95,
17221,267.453,4.02,-1,283,336,-1.9,-6.6,-35.9,-4.3,0.3,14.4,638,1084,-94,92,
17320,259.209,3.96,-1,329,415,-9.4,-8.8,-19.6,-0.7,-1.6,16.5,468,1249,-81,83,
17419,212.528,4.02,462,388,366,-8.5,-8.5,-5.2,-3.8,-0.6,13.1,323,1394,-1,48,
17517,225.353,4.012,519,445,342,-6.3,-6.3,0.1,-1.2,4,1.2,350,1451,39,30,
17611,219.831,4.039,411,432,345,-5.8,-5.8,-0.7,0.1,5.8,-1.2,408,1495,31,35,
17709,223.161,4.015,269,432,355,-5.8,-5.8,-0.6,0.1,5,-0.4,457,1547,32,35,
17802,228.236,4.017,276,427,335,-5.4,-5.4,-0.5,0.1,5.1,-0.7,504,1598,32,35,
17902,216.806,4.019,311,420,334,-5.8,-5.8,-0.6,0.1,5.5,-0.7,556,1649,32,35,
18002,230.176,4.01,297,415,274,-6,-6,-0.6,0.1,5.6,-0.6,608,1701,32,35,
18094,229.331,4.027,350,408,328,-5.2,-5.2,-0.6,0.1,5.1,-0.9,657,1748,32,35,
18192,222.462,4.015,308,409,298,-5.9,-5.9,-0.6,0,5.2,-0.7,708,1801,32,35,
18288,228.171,4.041,363,398,321,-5.6,-5.6,-0.6,0.1,5.2,-0.9,760,1853,32,35,
18388,214.771,4.037,347,393,312,-6.3,-6.3,-0.6,0,6.2,-0.7,813,1909,32,34,
18482,225.729,4.022,366,388,315,-6.1,-6.1,-0.7,0,6,-1,863,1959,32,34,
18581,222.447,4.018,392,383,312,-7.1,-6.1,-0.6,0.1,5.3,-0.5,915,2014,32,33,
18678,218.907,4.032,376,383,303,-5.6,-5.6,-0.7,0.1,5.4,-0.9,969,2065,31,32,
18778,218.994,4.041,411,373,294,-6.1,-6.1,-0.6,0,6,-0.8,1020,2118,31,32,
18874,216.75,4.038,386,373,303,-6.1,-6.1,-0.7,0.1,5.7,-0.6,1070,2167,31,32,
18973,219.917,4.044,429,370,297,-6.1,-6.1,-0.6,0,5.2,-0.7,1118,2220,32,32,
19074,221.613,3.978,424,357,296,-6.2,-6.2,-0.7,0,5.6,-1,1170,2273,32,32,
19171,221.085,4.031,455,356,293,-5.9,-5.9,-0.5,0,4.9,-0.6,1218,2323,33,32,
19271,225.98,3.982,446,350,291,-6.2,-6.2,-0.6,0.1,5.4,-1.1,1272,2375,33,32,
19368,218,4.038,469,348,286,-5.6,-5.6,-0.5,0,5.3,-0.5,1321,2427,33,32,
19463,226.234,4.007,462,341,264,-7.1,-5.8,-0.6,0,5.9,-0.6,1371,2477,33,32,
19563,225.728,4.043,442,341,284,-5.9,-5.9,-0.5,0.1,5.6,-0.8,1422,2531,33,31,
19665,228.263,4.033,471,335,284,-6.7,-5.8,-0.7,0,5.7,-0.8,1475,2584,33,31,
19763,226.09,4.037,511,329,251,-5.8,-5.8,-0.6,0,4.9,-0.6,1525,2633,33,31,
19859,219.121,4.044,519,325,274,-6.5,-5.6,-0.8,0,5.2,-0.5,1574,2681,33,32,
19954,225.422,4.023,529,320,274,-5.9,-5.9,-0.7,0.1,5.6,-0.8,1621,2729,33,32,
20046,222.948,4.04,579,319,271,-7.1,-5.8,-0.7,0.1,5.2,-0.9,1667,2776,33,32,
20145,220.746,4.015,465,314,272,-5.8,-5.8,-0.7,0,5.4,-0.7,1717,2828,33,32,
20245,222.94,4.039,590,310,269,-6,-6,-0.8,0.1,5.5,-1,1769,2879,33,32,
