Evobot Gen01 - Sensor Stream, Time Commenced:01-Mar-2015 12:34:30
time,current,Voltage,IR_L,IR_C,IR_R,IMU_disp_X,IMU_disp_Y,Yaw,Opt_flow_X,Opt_flow_Y,Opt_flow_YAW,Encoder_X,Encoder_Y,Motor_L,Motor_R,
55504,191.719,3.985,-1,-1,-1,0,0,-164.9,0.9,8.2,7.6,-5,-1,0,0,
55595,184.776,3.996,-1,-1,-1,0,0,-164.9,0,0,0,-5,-1,0,0,
55685,202.56,4.02,-1,-1,-1,0,0,-164.9,0,0,0,-5,-1,0,0,
55696,201.905,3.999,-1,-1,-1,0,0,-164.9,0,0,0,-5,-1,0,0,
55786,197.358,3.975,-1,-1,-1,0,0,-164.9,0,0,0,-5,-1,0,0,
55877,201.371,4.018,-1,-1,-1,0,0,-164.9,0,0,0,-5,-1,0,0,
55972,191.737,4.038,-1,-1,-1,0,0,-164.9,0,0,0,-5,-1,0,0,
56065,197.725,4.025,-1,-1,-1,0,0,-164.9,0,0,0,-5,-1,0,0,
56157,208.214,3.992,-1,-1,-1,0,0,-164.9,0,0,0,-5,-1,0,0,
56248,192.327,4.026,-1,-1,-1,0,0,-164.9,0,0,0,-5,-1,0,0,
56338,187.399,4.032,-1,-1,-1,0,0,-164.9,0,0,0,-5,-1,0,0,
56436,206.754,3.984,-1,-1,-1,0,0,-164.9,0,0,0,-5,-1,0,0,
56526,192.42,4.041,-1,-1,-1,0,0,-164.9,0,0,0,-5,-1,0,0,
56618,189.759,4.008,-1,-1,-1,0,0,-164.9,0,0,0,-5,-1,0,0,
56716,206.687,3.995,-1,-1,-1,0,0,-164.9,0,0,0,-5,-1,0,0,
56806,204.434,4.002,-1,-1,-1,0,0,-164.9,0,0,0,-5,-1,0,0,
56898,189.995,4.033,-1,-1,-1,0,0,-164.9,0,0,0,-5,-1,0,0,
56989,205.14,4.004,-1,-1,-1,0,0,-164.9,0,0,0,-5,-1,0,0,
57085,206.73,3.995,-1,-1,-1,0,0,-164.9,0,0,0,-5,-1,0,0,
57177,190.995,4.03,-1,-1,-1,0,0,-164.9,0,0,0,-5,-1,0,0,
57269,198.179,4.022,-1,-1,-1,0,0,-164.9,0,0,0,-5,-1,0,0,
57367,206.59,4.009,-1,-1,-1,0,0,-164.9,0,0,0,-5,-1,0,0,
57459,195.286,4.031,-1,-1,-1,0,0,-164.9,0,0,0,-5,-1,0,0,
57557,201.162,4.021,-1,-1,-1,0,0,-164.9,0,0,0,-5,-1,0,0,
57649,205.459,4.026,-1,-1,-1,0,0,-164.9,0,0,0,-5,-1,0,0,
57740,194.209,3.979,-1,-1,-1,0,0,-164.9,0,0,0,-5,-1,0,0,
57838,201.617,4.014,-1,-1,703,0,0,-164.9,0,0,0,-5,-1,0,0,
57930,201.895,4.035,-1,-1,-1,0,0,-164.9,0,0,0,-5,-1,0,0,
58027,194.118,4.002,-1,-1,-1,0,0,-164.9,0,0,0,-5,-1,0,0,
58118,196.053,3.957,-1,-1,-1,0,0,-164.9,0,0,0,-5,-1,0,0,
58210,199.72,4.005,-1,-1,-1,0,0,-164.9,0,0,0,-5,-1,0,0,
58308,198.735,3.969,-1,-1,-1,0,0,-165,0,0,0,-5,-1,0,0,
58400,197.074,4.036,-1,-1,-1,0,0,-165,0,0,0,-5,-1,0,0,
58498,192.789,4.029,-1,-1,-1,0,0,-165,0,0,0,-5,-1,0,0,
58590,201.712,3.982,-1,-1,-1,0,0,-165,0,0,0,-5,-1,0,0,
58688,189.121,4.031,-1,-1,-1,0,0,-165,0,0,0,-5,-1,0,0,
58778,194.744,4.026,-1,-1,-1,0,0,-165,0,0,0,-5,-1,0,0,
58870,203.681,4.027,-1,-1,-1,0,0,-165,0,0,0,-5,-1,0,0,
58965,196.114,4.027,-1,-1,-1,0,0,-165,0,0,0,-5,-1,0,0,
59058,194.762,4.021,-1,-1,-1,0,0,-165,0,0,0,-5,-1,0,0,
59149,204.853,3.987,-1,-1,-1,0,0,-165,0,0,0,-5,-1,0,0,
59240,201.235,4.009,-1,-1,-1,0,0,-165,0,0,0,-5,-1,0,0,
59339,190.002,4.03,-1,-1,-1,0,0,-165,0,0,0,-5,-1,0,0,
59429,195.373,4.028,-1,-1,-1,0,0,-165,0,0,0,-5,-1,0,0,
59520,203.033,4.023,-1,-1,-1,0,0,-165,0,0,0,-5,-1,0,0,
59619,183.912,4.025,-1,-1,-1,0,0,-165,0,0,0,-5,-1,0,0,
59709,190.148,4.029,-1,-1,-1,0,0,-165,0,0,0,-5,-1,0,0,
59801,204.298,4.02,-1,-1,-1,0,0,-165,0,0,0,-5,-1,0,0,
59898,189.926,4.034,-1,-1,-1,0,0,-165,0,0,0,-5,-1,0,0,
60088,284.606,3.934,-1,-1,-1,9,9,-165.2,0.4,14.8,-2.3,201,203,58,62,
60182,265.417,4.016,685,-1,-1,9.3,9.3,-165.1,0.3,13.4,-2.1,298,302,52,53,
60282,295.35,3.972,-1,-1,-1,11,9.1,-165.4,0.2,12.1,-1.9,398,396,56,60,
60382,278.449,4.01,-1,-1,-1,9.2,9.2,-165.7,0.5,13.2,-2.1,504,501,56,62,
60481,288.052,3.953,-1,-1,-1,9.2,9.2,-166,0.5,13.4,-2.3,613,606,54,62,
60581,277.089,4.011,-1,-1,-1,9.4,9.4,-166.2,0.4,13.2,-2.1,719,710,52,62,
60673,284.684,3.993,685,-1,-1,8.6,8.6,-166.4,0.3,11.7,-2.3,813,804,52,64,
60771,291.525,3.996,-1,-1,-1,9.2,9.2,-166.4,0.3,11.7,-1.3,913,907,54,64,
60870,294.227,3.907,-1,-1,-1,10.9,9.5,-166.4,0.2,12.1,-1.6,1016,1011,55,64,
60964,279.135,4.01,-1,-1,-1,8.6,8.6,-166.5,0.2,11.8,-1.3,1114,1109,56,65,
61061,292.793,3.994,-1,-1,-1,8.7,8.7,-166.6,0.3,11.7,-1.6,1214,1212,57,65,
61161,281.181,3.938,671,-1,-1,11,9.4,-166.5,0.2,12.4,-1.2,1318,1318,57,64,
61259,289.141,3.983,-1,-1,-1,9.1,9.1,-166.5,0.3,12.3,-1.9,1421,1422,56,64,
61353,284.115,4.016,693,-1,-1,9.6,9.6,-166.4,0.3,13.9,-1.7,1520,1523,56,62,
61453,290.94,3.984,642,-1,-1,10.2,10.2,-166.6,0.3,13,-2,1627,1626,55,63,
61553,285.046,4.027,-1,-1,-1,9.8,9.8,-166.6,0.3,12.9,-1.8,1731,1731,55,63,
61652,287.443,4.02,632,-1,-1,9.7,9.7,-166.6,0.3,13.4,-1.9,1836,1838,54,61,
61750,278.196,3.898,-1,-1,-1,9.1,9.1,-166.5,0.3,12.1,-1.6,1937,1941,54,61,
61842,294.891,3.982,-1,-1,-1,9.6,9.6,-166.6,0.3,13.4,-2.3,2033,2037,54,61,
61942,274.286,4.028,-1,-1,-1,10,10,-166.6,0.2,11.9,-1.3,2136,2140,55,61,
62039,301.45,3.893,-1,-1,-1,9,9,-166.8,0.3,11.9,-1.8,2237,2238,56,63,
62133,307.801,3.992,-1,-1,-1,9.6,9.6,-166.9,0.3,13.2,-1.6,2333,2336,58,66,
62233,293.902,3.992,-1,-1,-1,9.7,9.7,-166.9,0.2,12.6,-1.7,2440,2444,57,63,
62332,304.998,4.009,-1,-1,-1,12.4,10.6,-166.9,0.4,12.5,-2.2,2546,2548,56,62,
62426,283.513,3.932,-1,-1,-1,10.5,10.5,-167,0.2,11.9,-1.8,2645,2647,55,63,
62524,303.911,3.928,-1,-1,-1,13.3,11.5,-167,0.2,11.9,-1.6,2746,2750,55,63,
62623,284.239,4.03,-1,-1,-1,14.5,12.5,-167,0.3,13.2,-2.1,2852,2854,55,63,
62720,298.917,3.977,-1,-1,-1,13.6,11.6,-167.1,0.3,12.3,-1.9,2955,2957,54,63,
62813,300.653,3.925,-1,-1,-1,12.7,12.7,-167.1,0.5,13.6,-2.1,3052,3057,55,62,
62913,290.363,3.996,-1,-1,-1,13.4,13.4,-167.1,0.3,12.2,-1.9,3156,3161,55,62,
63006,302.477,3.916,-1,-1,-1,12.3,12.3,-167.2,0.3,11.9,-1.8,3253,3258,56,62,
63102,311.621,3.975,703,-1,-1,13.4,13.4,-167.3,0.2,11.7,-1.8,3351,3356,57,64,
63194,302.927,4.029,-1,-1,-1,12.1,12.1,-167.3,0.2,11.9,-1.8,3446,3453,59,64,
63293,313.367,3.908,-1,-1,-1,13.6,13.6,-167.4,0.3,12.4,-2.2,3552,3557,58,64,
63386,304.573,3.966,-1,-1,-1,12.5,12.5,-167.4,0.3,12.3,-1.4,3650,3657,57,63,
63484,297.508,4.011,-1,-1,-1,13.6,13.6,-167.4,0.4,12.1,-2.1,3754,3760,56,63,
63576,316.225,3.976,-1,-1,-1,14.8,12.7,-167.4,0.5,12,-2.1,3851,3856,56,63,
63675,300.722,3.991,-1,-1,-1,17.3,15.4,-167.5,0.4,13,-2.3,3957,3960,55,63,
63773,305.138,3.973,-1,-1,-1,15.8,15.8,-167.4,0.2,12.2,-1.6,4060,4066,55,62,
63865,285.568,4.035,654,-1,-1,14,14,-167.4,0.3,12.1,-2.1,4157,4164,55,61,
63964,298.917,3.948,-1,-1,-1,15.6,15.6,-167.4,0.2,12.3,-2.1,4260,4268,55,61,
64055,302.697,3.984,691,-1,-1,14.3,14.3,-167.3,0.3,11.9,-1.6,4356,4363,55,61,
64155,301.237,4.013,-1,-1,-1,15.6,15.6,-167.5,0.2,12,-1.6,4459,4465,56,63,
64247,304.733,3.958,-1,-1,-1,14.3,14.3,-167.6,0.2,11.9,-1.6,4553,4560,57,64,
64345,294.779,4.023,-1,-1,-1,15.6,15.6,-167.6,0.2,12,-1.6,4657,4664,56,63,
64437,303.759,3.99,-1,-1,-1,14,14,-167.7,0.2,12.1,-1.9,4753,4759,56,64,
64535,285.849,4.027,-1,-1,-1,15.6,15.6,-167.7,0.3,11.7,-2.1,4855,4862,56,64,
64627,287.49,3.997,-1,-1,-1,14.5,14.5,-167.8,0.2,12.1,-1.6,4952,4958,56,64,
64724,301.319,4.024,630,-1,-1,17.9,15.7,-167.9,0.3,12.1,-1.9,5056,5061,56,64,
64805,297.165,3.911,-1,-1,-1,16.7,14.7,-168,0.1,9.6,-1.4,5142,5144,55,65,
64898,298.811,4.017,-1,-1,-1,22.8,18,-168.1,0.2,11.8,-1.8,5239,5243,55,65,
64996,292.616,3.988,-1,-1,-1,27.3,22,-168,0.3,12.1,-1.6,5341,5349,55,63,
65093,297.759,3.968,639,-1,-1,20.3,20.3,-167.8,0.2,12.2,-1.4,5441,5453,53,65,
65186,282.779,4.034,-1,-1,-1,21.5,21.5,-167.5,0.2,13.3,-1.3,5533,5553,53,65,
65285,292.4,4.011,652,-1,-1,25.4,22.6,-167.2,0.2,12.1,-1.4,5632,5659,53,66,
65378,304.524,4.015,-1,-1,-1,21.8,21.8,-167,0.2,11.9,-0.8,5726,5759,53,66,
65458,306.052,3.995,-1,-1,-1,18,18,-166.8,0.1,10,-0.8,5806,5844,53,68,
65556,286.007,3.887,691,-1,-1,22.1,22.1,-166.6,0.2,11.7,-1.6,5905,5949,53,69,
65655,301.512,3.975,-1,-1,-1,23,23,-166.4,0.1,12.3,-1.4,6005,6054,53,70,
65755,280.185,3.979,637,-1,-1,26.6,24.1,-166.1,0.2,12.5,-1.2,6109,6164,52,70,
65836,279.076,3.983,-1,-1,-1,19.2,19.2,-165.8,0.2,9.6,-1.2,6191,6253,52,70,
65934,292.011,3.899,-1,-1,-1,22.9,22.9,-165.4,0.3,12.5,-1.7,6291,6362,51,68,
66025,278.89,4.001,-1,-1,-1,23.2,23.2,-165,0.1,12.7,-1.5,6383,6463,51,68,
66126,285.709,3.9,-1,-1,-1,24.5,24.5,-164.7,0.2,12.4,-1.4,6486,6573,51,68,
