Evobot Gen01 - Sensor Stream, Time Commenced:05-Apr-2015 14:38:43
time,current,Voltage,IR_L,IR_C,IR_R,IMU_disp_X,IMU_disp_Y,Yaw,Opt_flow_X,Opt_flow_Y,Opt_flow_YAW,Encoder_X,Encoder_Y,Motor_L,Motor_R,
493407,164.732,4.028,-1,446,639,0,0,38.9,0,0,0,3108,7259,0,0,
493499,163.312,4.015,-1,444,638,0,0,38.9,0,0,0,3108,7259,0,0,
493596,167.496,4.022,-1,447,641,0,0,38.9,0,0,0,3108,7259,0,0,
493686,172.067,4.01,-1,432,565,0,0,38.9,0,0,0,3108,7259,0,0,
493778,174.474,3.973,-1,445,652,0,0,38.9,0,0,0,3108,7259,0,0,
493869,166.367,4.026,-1,444,641,0,0,38.9,0,0,0,3108,7259,0,0,
493968,165.267,3.98,-1,444,486,0,0,38.9,0,0,0,3108,7259,0,0,
494059,168.208,4.028,-1,444,651,0,0,38.9,0,0,0,3108,7259,0,0,
494149,164.568,4.027,-1,444,640,0,0,38.9,0,0,0,3108,7259,0,0,
494318,154.64,4.028,-1,436,640,0,0,38.9,0,0,0,3108,7259,0,0,
494408,162.678,4.026,-1,444,642,0,0,38.9,0,0,0,3108,7259,0,0,
494500,166.037,4.023,-1,438,641,0,0,38.9,0,0,0,3108,7259,0,0,
494590,164.705,3.997,-1,451,639,0,0,38.9,0,0,0,3108,7259,0,0,
494689,161.985,4.023,-1,439,638,0,0,38.9,0,0,0,3108,7259,0,0,
494782,167.909,4.002,-1,445,638,0,0,38.9,0,0,0,3108,7259,0,0,
494882,228.634,4.028,-1,445,640,-0.2,0.4,39.1,0,0.5,2,3131,7274,32,35,
494978,230.714,4.013,641,440,638,1.7,2.6,38.9,0,5.5,-0.7,3184,7329,34,38,
495072,214.742,4.02,308,438,523,2.7,2.7,39,0,5.6,-1,3237,7382,30,33,
495170,223.41,4.025,246,432,640,1.6,1.7,39.1,0.1,5.2,-0.3,3284,7433,32,33,
495270,216.501,4.007,240,420,544,1.7,1.7,39,0,5.5,-1.2,3336,7484,32,33,
495367,226.032,3.978,240,425,655,1.5,1.5,39.1,0,5.1,-0.5,3386,7536,40,25,
495460,219.836,4.021,241,414,640,1.1,1.3,38.2,0.1,5.7,-2.5,3448,7570,47,18,
495557,224.484,4.002,243,414,518,1.5,1.5,36.4,0.1,5.3,-2.8,3517,7599,48,18,
495651,231.448,4.011,240,409,638,1.6,1.6,34.4,0.2,6,-2.7,3584,7629,49,18,
495750,217.169,3.97,240,408,626,1.6,1.6,32.3,0.2,5,-2.8,3655,7659,49,17,
495843,228.193,3.981,252,405,436,1.5,1.5,30.4,0.1,5.3,-3,3725,7686,50,18,
495942,220.106,4.02,244,407,625,1.6,1.6,28,0.1,5.8,-2.9,3800,7716,46,19,
496040,218.631,3.999,242,408,628,1.6,1.6,26.5,0.2,5.5,-2.2,3867,7753,39,25,
496137,225.41,3.995,241,414,624,1.5,1.5,25.8,0.1,4.9,-1.5,3919,7799,43,22,
496236,218.19,3.978,247,383,613,1.6,1.6,24.6,0.3,6.4,-2.6,3988,7833,50,16,
496333,227.526,4.021,240,387,612,1.6,1.6,22.6,0.3,6,-3.6,4061,7861,49,16,
496431,220.022,4.009,245,391,627,1.6,1.6,20.3,0.1,5.3,-3,4133,7890,49,17,
496511,223.918,3.95,245,398,625,1.3,1.3,18.5,0.2,4.2,-2.4,4193,7915,49,17,
496705,225.343,3.997,253,403,613,1.6,1.6,14.6,0.3,5.9,-3.1,4332,7974,49,17,
496803,223.777,4.026,257,408,626,1.6,1.6,12.6,0.2,5.5,-2.7,4401,8004,51,17,
496903,228.305,4.016,270,407,611,1.6,1.6,10.6,1.1,5.3,-3,4472,8035,44,24,
497002,229.967,4.012,276,415,625,1.6,1.6,9.2,0.4,5.5,-1.8,4531,8081,40,29,
497102,225.995,3.98,278,406,505,1.6,1.6,9,0.1,5.2,-0.9,4584,8135,40,29,
497193,224.06,4.012,276,405,627,1.5,1.5,8.6,0,5.4,-0.7,4636,8183,37,29,
497290,220.318,4.022,288,402,627,0.8,1.7,8.5,0.2,5.1,-0.9,4687,8233,37,29,
497383,221.613,4.026,386,398,612,1.9,1.9,8.3,0.1,5.9,-1.2,4737,8280,36,29,
497481,227.83,4.025,548,387,561,1.8,1.8,8.2,0.1,5.1,-1.1,4788,8330,36,29,
497576,214.995,4.025,-1,392,487,1.9,1.9,8.1,0.1,6.1,-1.1,4839,8378,35,29,
497673,219.176,4.019,-1,387,625,1.9,1.9,8,0,5.1,-0.9,4890,8429,35,29,
497770,217.269,4.023,-1,379,615,0,1,7.7,0.1,5.3,-0.9,4942,8478,35,29,
497865,215.713,4.029,-1,374,625,-1,0,7.6,0.1,6,-1.3,4994,8527,35,29,
497964,221.999,4.025,-1,374,614,-0.4,-0.4,7.5,0.1,5.9,-1,5047,8578,35,29,
498063,224.371,4.006,-1,373,612,-0.4,-0.4,7.4,0,5.4,-0.9,5100,8629,35,29,
498162,223.613,4.019,-1,364,599,-0.5,-0.5,7.3,0.1,5.6,-0.8,5153,8682,35,29,
498255,223.157,3.99,-1,364,600,-2.2,-1.1,7.2,0.1,5.9,-1.2,5203,8730,35,29,
498336,227.511,4.025,-1,357,614,-1.2,-1.2,7.1,0.1,4.6,-0.6,5246,8773,35,29,
498437,219.13,4.029,-1,356,600,-3.1,-2.3,7,0.1,5.7,-1.2,5301,8825,35,29,
498537,223.01,4.025,633,349,600,-2.4,-2.4,6.8,0.1,5.7,-1,5353,8877,34,29,
498635,221.698,4.022,-1,348,601,-2.3,-2.3,6.8,0.1,5.8,-0.8,5406,8929,34,29,
498735,224.573,3.998,-1,340,490,-2.3,-2.3,6.8,0.1,5.7,-1,5457,8981,34,29,
498833,231.02,4.012,-1,337,601,-3.6,-2.8,6.9,0.2,5.4,-0.9,5508,9034,34,29,
498926,215.137,4.016,-1,330,612,-3,-3,6.9,0,5.2,-0.7,5555,9083,34,29,
499025,231.792,3.998,-1,326,511,-4.3,-3.4,6.8,0,5.5,-1,5606,9134,34,29,
499117,228.433,4.022,671,323,599,-3.3,-3.3,6.8,0,5,-0.7,5652,9181,34,29,
499217,225.445,3.992,644,319,579,-5.4,-4.8,6.8,0,5.6,-0.8,5703,9231,34,29,
499316,227.728,4.005,-1,314,525,-5.1,-5.1,6.7,0.1,5.4,-0.7,5752,9281,35,29,
499415,223.665,4.009,475,307,526,-6.2,-5.6,6.7,0.1,5.2,-0.7,5802,9330,35,29,
499496,224.247,4.018,311,307,451,-4.9,-4.9,6.6,0,4,-0.9,5843,9371,35,29,
499576,228.188,3.996,283,301,534,-6.2,-5.7,6.4,0,3.9,-0.9,5885,9412,35,29,
499676,227.569,4.011,294,301,537,-7.7,-7.7,6.3,0.1,5.7,-1.2,5937,9462,35,29,
499769,228.161,3.962,305,293,557,-7.2,-7.2,6.2,0,5.1,-1.1,5987,9509,35,29,
499867,228.094,4.007,300,293,556,-7.5,-7.5,5.9,0,5.6,-0.8,6039,9558,35,29,
499967,228.878,4.028,298,288,578,-7.8,-7.8,5.8,0,5.5,-1,6091,9609,35,29,
500066,227.085,4.024,294,282,577,-7.7,-7.7,5.6,0,5.2,-0.9,6143,9660,34,29,
500167,374.013,3.954,284,284,580,-8.8,-8.3,4,0.2,5,-4.2,6232,9646,96,-96,
500260,284.251,3.986,256,327,567,-13.1,-9.5,-8,0.4,2,-15.3,6393,9496,90,-94,
500358,262.518,3.975,253,585,667,-29.5,-19.4,-25.9,-0.3,1.3,-17.7,6558,9326,80,-80,
