Evobot Gen01 - Sensor Stream, Time Commenced:26-Feb-2015 16:13:21
time,current,Voltage,IR_L,IR_C,IR_R,IMU_disp_X,IMU_disp_Y,Yaw,Opt_flow_X,Opt_flow_Y,Opt_flow_YAW,Encoder_X,Encoder_Y,Motor_L,Motor_R,
52949,157.636,4.008,-1,-1,-1,0,0,-66.3,0,0,0,0,0,0,0,
53039,143.74,4.034,-1,-1,-1,0,0,-66.3,0,0,0,0,0,0,0,
53111,168.92,3.997,-1,-1,-1,0,0,-66.3,0,0,0,0,0,0,0,
53122,155.532,4.031,-1,697,-1,0,0,-66.3,0,0,0,0,0,0,0,
53210,164.056,4.016,-1,-1,671,0,0,-66.3,0,0,0,0,0,0,0,
53302,162.966,4.026,-1,-1,-1,0,0,-66.3,0,0,0,0,0,0,0,
53399,165.221,4.023,-1,-1,-1,0,0,-66.3,0,0,0,0,0,0,0,
53490,155.114,4.028,-1,-1,-1,0,0,-66.3,0,0,0,0,0,0,0,
53582,165.556,4.022,-1,-1,-1,0,0,-66.3,0,0,0,0,0,0,0,
53673,166.987,4.019,-1,-1,-1,0,0,-66.3,0,0,0,0,0,0,0,
53770,164.52,4.016,-1,-1,-1,0,0,-66.3,0,0,0,0,0,0,0,
53862,155.863,4.017,-1,-1,-1,0,0,-66.3,0,0,0,0,0,0,0,
53959,165.097,4.004,-1,-1,-1,0,0,-66.3,0,0,0,0,0,0,0,
54051,166.658,4.028,-1,-1,-1,0,0,-66.3,0,0,0,0,0,0,0,
54142,157.021,4.018,-1,-1,-1,0,0,-66.3,0,0,0,0,0,0,0,
54232,166.624,4.009,-1,-1,-1,0,0,-66.3,0,0,0,0,0,0,0,
54327,160.68,4.018,-1,-1,-1,0,0,-66.3,0,0,0,0,0,0,0,
54420,162.028,4.033,-1,-1,-1,0,0,-66.3,0,0,0,0,0,0,0,
54512,157.65,4.021,-1,-1,-1,0,0,-66.3,0,0,0,0,0,0,0,
54603,162.463,4,-1,-1,-1,0,0,-66.3,0,0,0,0,0,0,0,
54693,166.344,3.989,-1,-1,-1,0,0,-66.3,0,0,0,0,0,0,0,
54790,169.394,4.015,-1,-1,611,0,0,-66.3,0,0,0,0,0,0,0,
54882,347.883,3.964,-1,-1,-1,3,2.7,-66,-0.2,3.1,4.1,66,68,98,98,
54982,230.687,3.979,-1,697,-1,38.6,27.3,-65.6,0.1,16.8,-2.1,225,233,64,59,
55081,249.595,4.014,-1,699,-1,26.8,20.6,-65.9,0.2,10.7,-1.9,329,336,50,44,
55174,264.811,3.98,-1,-1,-1,21.7,18.3,-66,0.3,8.7,-1.3,411,418,64,59,
55275,265.927,3.994,-1,-1,-1,20.9,20.9,-66.1,0.2,12.2,-2.1,522,528,64,59,
55372,244.42,3.999,-1,-1,-1,19.8,19.8,-66.4,0.3,11,-2.1,629,633,60,56,
55452,246.497,3.986,-1,-1,708,15.7,15.7,-66.5,0,8.5,-1.3,713,717,60,55,
55552,262.97,4.022,-1,-1,-1,20.7,20.7,-66.7,0.2,10.8,-1.9,818,820,60,56,
55646,269.268,4.014,-1,-1,-1,19,19,-66.9,0.2,10.6,-1.6,917,917,60,56,
55743,250.626,4.019,-1,-1,-1,19.6,19.6,-67,0.2,10.7,-2.5,1017,1020,60,57,
55824,247.647,4.02,-1,-1,-1,15.7,15.7,-67,0.1,8.6,-1.5,1104,1106,60,57,
55921,267.425,3.939,-1,-1,-1,25.1,18.5,-67.1,0.3,11,-2.1,1206,1210,60,56,
56013,253.398,3.953,-1,-1,-1,28.2,19.3,-67.1,0.2,11.7,-1.8,1300,1306,62,56,
56107,253.658,4.025,-1,-1,-1,27.2,19.2,-67.1,0.2,10.7,-1.9,1399,1405,61,56,
56203,266.875,4.004,-1,-1,-1,25.1,20.7,-67.2,0.3,10.7,-2.1,1501,1507,61,55,
56295,244.879,3.981,-1,-1,-1,18.8,18.8,-67.3,0.1,10.6,-1.8,1597,1605,61,54,
56393,252.258,4,-1,-1,-1,21.1,21.1,-67.2,0.2,10.8,-1.9,1701,1709,61,54,
56486,258.702,4.023,-1,-1,-1,19.1,19.1,-67.4,0.2,10.8,-1.7,1799,1806,61,54,
56584,263.381,3.961,-1,-1,-1,26.2,21.6,-67.5,0.2,10.5,-2.2,1902,1910,61,54,
56682,254.83,3.962,-1,-1,-1,25.1,19.7,-67.6,0.2,11.1,-2.3,2007,2011,61,54,
56775,247.662,4.01,-1,-1,-1,27.2,20.6,-67.8,0.3,12,-2.3,2105,2107,60,55,
56856,248.51,4.006,-1,-1,-1,22.2,17.1,-68,0.2,8.1,-1.6,2188,2190,60,56,
56954,266.572,3.976,-1,-1,-1,21.3,21.3,-68,0.2,10.9,-1.7,2291,2293,61,56,
57034,267.583,3.958,-1,-1,-1,17.1,17.1,-68.1,0.2,8.5,-1.5,2375,2377,61,56,
57127,256.809,3.976,-1,-1,-1,24,19,-68.2,0.3,10.6,-2,2471,2473,61,56,
57224,259.852,3.967,-1,-1,-1,19.5,19.5,-68.2,0.3,10.5,-1.8,2571,2574,62,56,
57305,256.197,4.008,-1,-1,-1,20.6,16.2,-68.3,0.2,8.6,-1.7,2657,2658,61,56,
57385,254.135,3.991,-1,-1,-1,15.4,15.4,-68.4,0.1,9.2,-1.6,2741,2742,61,56,
57483,257.048,3.961,-1,-1,-1,23.7,19.4,-68.6,0.2,10.7,-1.9,2843,2845,61,56,
57577,253.814,4.02,-1,-1,-1,22.6,18.1,-68.7,0.1,10.8,-1.7,2941,2942,61,56,
57674,265.766,3.982,-1,-1,-1,23.5,17.8,-68.9,0.3,10.6,-2,3046,3044,61,56,
57767,255.873,3.985,-1,-1,-1,16.4,16.4,-69.2,0.2,10.8,-2.3,3144,3143,59,56,
57866,247.657,4.002,-1,-1,-1,17.6,17.6,-69.2,0.3,11.6,-2,3247,3248,59,55,
57966,253.461,4.013,-1,-1,-1,17.3,17.3,-69.2,0.2,10.7,-1.9,3351,3352,59,55,
58057,258.767,3.958,-1,-1,-1,15.9,15.9,-69.2,0.2,10.6,-2,3445,3448,61,55,
58156,251.25,3.991,-1,-1,-1,16.5,16.5,-69.3,0.2,11.4,-2.2,3549,3551,61,56,
58236,251.537,4.015,-1,-1,-1,13.1,13.1,-69.3,0.2,9.1,-1.6,3634,3636,61,56,
58335,264.129,3.985,-1,-1,-1,24.9,16.1,-69.3,0.2,10.7,-1.6,3737,3742,60,55,
58435,254.928,3.992,-1,-1,-1,20.4,16.3,-69.3,0.3,11,-2.1,3842,3849,60,54,
58534,257.763,3.962,-1,-1,-1,19.7,15.3,-69.4,0.2,11.1,-1.9,3948,3953,59,53,
58625,252.832,3.963,-1,-1,-1,15.3,15.3,-69.5,0.2,10.7,-1.6,4041,4048,60,54,
58719,252.656,4.011,-1,-1,-1,19.9,15.2,-69.5,0.1,10.6,-1.6,4137,4144,62,55,
58817,251.45,4.018,-1,-1,-1,15.8,15.8,-69.7,0.2,11.3,-2.2,4243,4248,60,55,
58916,246.725,4.022,-1,-1,-1,19.4,15.1,-69.9,0.2,10.6,-1.8,4347,4352,58,55,
59010,250.181,4.02,-1,-1,-1,14.3,14.3,-69.9,0.1,10.3,-1.6,4441,4449,59,55,
59105,248.965,3.966,-1,-1,-1,14.5,14.5,-69.8,0.1,10.1,-1.5,4539,4547,61,56,
59200,251.443,3.998,-1,-1,-1,18.6,14.2,-70,0.2,10.5,-1.8,4638,4646,60,57,
59296,256.921,3.989,-1,-1,-1,14.8,14.8,-70,0.2,10.4,-2,4737,4748,60,57,
59390,245.713,3.99,-1,700,-1,14.5,14.5,-69.9,0.2,10.7,-1.9,4835,4847,60,57,
59488,247.199,3.999,-1,-1,-1,19.4,14.5,-70,0.3,11.2,-1.9,4937,4947,62,55,
59586,239.624,3.996,-1,-1,-1,20.2,15.3,-70.5,0.2,10.7,-2.1,5042,5048,64,54,
59686,249.93,4.013,-1,-1,-1,16.1,16.1,-70.9,0.3,10.9,-2.3,5151,5149,64,54,
59779,257.36,3.964,-1,-1,-1,15.1,15.1,-71.3,0.2,10.8,-2.3,5253,5244,64,54,
59879,244.315,3.989,-1,-1,-1,22.1,16.5,-71.8,0.3,11.6,-2.4,5360,5347,65,53,
59979,256.015,3.976,-1,-1,-1,19.2,14.8,-72.2,0.2,10.9,-2.3,5469,5448,65,53,
60078,233.135,3.998,-1,699,-1,18.4,14.1,-72.6,0.3,11.6,-2.4,5576,5550,65,52,
60178,257.136,4.008,-1,-1,-1,16.8,13.4,-73.1,0.3,10.7,-2.5,5684,5650,66,52,
