0,1,-0,0,0,1,0,0,0,1,0,0,0
0.173,1,-0,0,0,1,0,0,0,1,0,-0.00083076,0
0.035,1,-0,0,0,1,0,0,0,1,0,0.004198,0
0.032,0.99996,0.0087265,0,-0.0087265,0.99996,0,0,0,1,4.4013e-05,0.0050434,0
0.011,0.99996,0.0087265,0,-0.0087265,0.99996,0,0,0,1,5.7823e-05,0.0066258,0
0.029,0.99995,0.010472,0,-0.010472,0.99995,0,0,0,1,7.1571e-05,0.0068343,0
0.032,0.99993,0.012217,0,-0.012217,0.99993,0,0,0,1,0.00010279,0.0084132,0
0.036,0.99993,0.012217,0,-0.012217,0.99993,0,0,0,1,0.0001042,0.0085284,0
0.063,0.99988,0.015707,0,-0.015707,0.99988,0,0,0,1,0.00013673,0.0087035,0
0.032,0.99985,0.017452,0,-0.017452,0.99985,0,0,0,1,0.00015344,0.0087903,0
0.45,0.99982,0.019197,0,-0.019197,0.99982,0,0,0,1,0.0001699,0.0088485,0
0.036,0.99988,0.015707,0,-0.015707,0.99988,0,0,0,1,0.00011631,0.0074036,0
0.031,0.99993,0.012217,0,-0.012217,0.99993,0,0,0,1,8.0508e-05,0.0065893,0
0.032,0.99996,0.0087265,0,-0.0087265,0.99996,0,0,0,1,5.2606e-05,0.006028,0
0.031,0.99999,0.005236,0,-0.005236,0.99999,0,0,0,1,2.8935e-05,0.0055262,0
0.036,0.99999,0.0034907,0,-0.0034907,0.99999,0,0,0,1,1.8297e-05,0.0052418,0
0.031,1,0.0017453,0,-0.0017453,1,0,0,0,1,8.8598e-06,0.0050763,0
0.032,1,-0,0,0,1,0,0,0,1,0,0.0050227,0
0.031,0.99999,-0.0034907,0,0.0034907,0.99999,0,0,0,1,-1.7224e-05,0.0049343,0
0.036,0.99999,-0.005236,0,0.005236,0.99999,0,0,0,1,-2.5506e-05,0.0048713,0
0.031,0.99996,-0.0087265,0,0.0087265,0.99996,0,0,0,1,-4.256e-05,0.0048769,0
0.032,0.99995,-0.010472,0,0.010472,0.99995,0,0,0,1,-5.0768e-05,0.0048478,0
0.032,0.99993,-0.012217,0,0.012217,0.99993,0,0,0,1,-5.9007e-05,0.0048296,0
0.035,0.9999,-0.013962,0,0.013962,0.9999,0,0,0,1,-6.7103e-05,0.0048056,0
0.031,0.99985,-0.017452,0,0.017452,0.99985,0,0,0,1,-8.4186e-05,0.004823,0
0.032,0.99982,-0.019197,0,0.019197,0.99982,0,0,0,1,-9.363e-05,0.0048763,0
0.031,0.99978,-0.020942,0,0.020942,0.99978,0,0,0,1,-0.00010022,0.0047846,0
0.036,0.9997,-0.024432,0,0.024432,0.9997,0,0,0,1,-0.00011724,0.0047971,0
0.031,0.99966,-0.026177,0,0.026177,0.99966,0,0,0,1,-0.00012562,0.0047972,0
0.032,0.99961,-0.027922,0,0.027922,0.99961,0,0,0,1,-0.0001354,0.0048472,0
0.032,0.99961,-0.027922,0,0.027922,0.99961,0,0,0,1,-0.00013187,0.0047211,0
0.035,0.99956,-0.029666,0,0.029666,0.99956,0,0,0,1,-0.0001417,0.0047745,0
0.03,0.99951,-0.031411,0,0.031411,0.99951,0,0,0,1,-0.00015031,0.0047828,0
0.063,0.99939,-0.034899,0,0.034899,0.99939,0,0,0,1,-0.00017007,0.0048702,0
0.032,0.99933,-0.036644,0,0.036644,0.99933,0,0,0,1,-0.0001739,0.0047425,0
0.035,0.99926,-0.038388,0,0.038388,0.99926,0,0,0,1,-0.00018439,0.0047998,0
0.063,0.99905,-0.043619,0,0.043619,0.99905,0,0,0,1,-0.00021067,0.0048251,0
0.032,0.99889,-0.047106,0,0.047106,0.99889,0,0,0,1,-0.00022793,0.0048332,0
0.908,0.99863,-0.052336,0,0.052336,0.99863,0,0,0,1,-0.00025523,0.0048701,0
0.097,0.99863,-0.052336,0,0.052336,0.99863,0,0,0,1,-0.00019614,0.0037425,0
0.032,0.99863,-0.052336,0,0.052336,0.99863,0,0,0,1,-0.00016223,0.0030956,0
0.031,0.99844,-0.055822,0,0.055822,0.99844,0,0,0,1,-0.00021666,0.0038752,0
0.032,0.99824,-0.059306,0,0.059306,0.99824,0,0,0,1,-0.00026214,0.0044123,0
0.035,0.99792,-0.064532,0,0.064532,0.99792,0,0,0,1,-0.00029862,0.0046178,0
0.031,0.99768,-0.068015,0,0.068015,0.99768,0,0,0,1,-0.00031964,0.0046886,0
0.031,0.99744,-0.071497,0,0.071497,0.99744,0,0,0,1,-0.00034459,0.0048073,0
0.032,0.99719,-0.074979,0,0.074979,0.99719,0,0,0,1,-0.00035857,0.0047688,0
0.035,0.99692,-0.078459,0,0.078459,0.99692,0,0,0,1,-0.00037828,0.0048065,0
0.032,0.99649,-0.083678,0,0.083678,0.99649,0,0,0,1,-0.00040404,0.0048115,0
0.031,0.99619,-0.087156,0,0.087156,0.99619,0,0,0,1,-0.00042927,0.0049065,0
0.032,0.99588,-0.090633,0,0.090633,0.99588,0,0,0,1,-0.00043942,0.0048284,0
0.035,0.99556,-0.094108,0,0.094108,0.99556,0,0,0,1,-0.0004541,0.0048038,0
0.032,0.99506,-0.09932,0,0.09932,0.99506,0,0,0,1,-0.00048601,0.0048692,0
0.031,0.9947,-0.10279,0,0.10279,0.9947,0,0,0,1,-0.0005066,0.0049023,0
0.032,0.99434,-0.10626,0,0.10626,0.99434,0,0,0,1,-0.00051541,0.0048229,0
0.035,0.99396,-0.10973,0,0.10973,0.99396,0,0,0,1,-0.00053374,0.0048346,0
0.032,0.99357,-0.1132,0,0.1132,0.99357,0,0,0,1,-0.00054875,0.0048163,0
0.063,0.99276,-0.12014,0,0.12014,0.99276,0,0,0,1,-0.00059347,0.0049042,0
0.035,0.99255,-0.12187,0,0.12187,0.99255,0,0,0,1,-0.00058496,0.0047641,0
0.032,0.99189,-0.12706,0,0.12706,0.99189,0,0,0,1,-0.00061659,0.0048132,0
0.032,0.99144,-0.13053,0,0.13053,0.99144,0,0,0,1,-0.00063995,0.0048609,0
0.031,0.99122,-0.13226,0,0.13226,0.99122,0,0,0,1,-0.0006334,0.0047471,0
0.035,0.99075,-0.13572,0,0.13572,0.99075,0,0,0,1,-0.00065323,0.0047687,0
0.032,0.99027,-0.13917,0,0.13917,0.99027,0,0,0,1,-0.0006737,0.0047936,0
0.031,0.99002,-0.1409,0,0.1409,0.99002,0,0,0,1,-0.00068342,0.0048019,0
0.032,0.98953,-0.14436,0,0.14436,0.98953,0,0,0,1,-0.00069853,0.0047883,0
0.035,0.98927,-0.14608,0,0.14608,0.98927,0,0,0,1,-0.00069743,0.004723,0
0.032,0.98902,-0.14781,0,0.14781,0.98902,0,0,0,1,-0.00071262,0.0047682,0
0.032,0.98876,-0.14954,0,0.14954,0.98876,0,0,0,1,-0.00073468,0.0048578,0
0.912,0.98823,-0.15299,0,0.15299,0.98823,0,0,0,1,-0.00073674,0.004759,0
0.908,0.98823,-0.15299,0,0.15299,0.98823,0,0,0,1,-0.00056368,0.0036411,0
0.911,0.98849,-0.15126,0,0.15126,0.98849,0,0,0,1,-0.00027759,0.0018141,0
0.91,0.98849,-0.15126,0,0.15126,0.98849,0,0,0,1,-0.00017368,0.001135,0
0.911,0.98876,-0.14954,0,0.14954,0.98876,0,0,0,1,-0.00010441,0.00069041,0
0.909,0.98876,-0.14954,0,0.14954,0.98876,0,0,0,1,-6.5328e-05,0.00043196,0
0.911,0.98876,-0.14954,0,0.14954,0.98876,0,0,0,1,-4.0874e-05,0.00027026,0
0.91,0.98902,-0.14781,0,0.14781,0.98902,0,0,0,1,-2.2301e-05,0.00014922,0
0.919,0.98902,-0.14781,0,0.14781,0.98902,0,0,0,1,-1.3953e-05,9.3362e-05,0
0.902,0.98927,-0.14608,0,0.14608,0.98927,0,0,0,1,-5.6857e-06,3.8504e-05,0
0.12,0.98927,-0.14608,0,0.14608,0.98927,0,0,0,1,-3.5574e-06,2.409e-05,0
0.036,0.98927,-0.14608,0,0.14608,0.98927,0,0,0,1,-0.00017826,0.0012072,0
0.032,0.98902,-0.14781,0,0.14781,0.98902,0,0,0,1,-0.00038949,0.0026062,0
0.031,0.98849,-0.15126,0,0.15126,0.98849,0,0,0,1,-0.00053931,0.0035244,0
0.031,0.98796,-0.15471,0,0.15471,0.98796,0,0,0,1,-0.0006494,0.004147,0
0.036,0.98769,-0.15643,0,0.15643,0.98769,0,0,0,1,-0.00068798,0.0043438,0
0.032,0.98741,-0.15816,0,0.15816,0.98741,0,0,0,1,-0.0007233,0.0045157,0
0.031,0.98714,-0.15988,0,0.15988,0.98714,0,0,0,1,-0.00075271,0.0046474,0
0.032,0.98657,-0.16333,0,0.16333,0.98657,0,0,0,1,-0.00076557,0.0046245,0
0.035,0.98629,-0.16505,0,0.16505,0.98629,0,0,0,1,-0.00078057,0.0046645,0
