Evobot Gen01 - Sensor Stream, Time Commenced:01-Mar-2015 12:52:07
time,current,Voltage,IR_L,IR_C,IR_R,IMU_disp_X,IMU_disp_Y,Yaw,Opt_flow_X,Opt_flow_Y,Opt_flow_YAW,Encoder_X,Encoder_Y,Motor_L,Motor_R,
135596,155.642,4.099,-1,-1,659,0,0,-133.3,0,0,0,0,0,0,0,
135688,160.889,4.073,-1,647,572,0,0,-133.3,0,0,0,0,0,0,0,
135785,161.176,4.096,-1,-1,550,0,0,-133.3,0,0,0,0,0,0,0,
135836,161.965,4.099,-1,690,561,0,0,-133.3,0,0,0,0,0,0,0,
135867,167.052,4.101,-1,660,562,0,0,-133.3,0,0,0,0,0,0,0,
135958,159.835,4.072,-1,-1,583,0,0,-133.3,0,0,0,0,0,0,0,
136055,156.828,4.074,-1,687,572,0,0,-133.3,0,0,0,0,0,0,0,
136146,162.889,4.069,-1,-1,595,0,0,-133.3,0,0,0,0,0,0,0,
136238,164.919,4.102,-1,-1,681,0,0,-133.3,0,0,0,0,0,0,0,
136336,154.599,4.102,-1,634,573,0,0,-133.3,0,0,0,0,0,0,0,
136431,163.752,4.097,-1,-1,673,0,0,-133.3,0,0,0,0,0,0,0,
136527,156.316,4.102,-1,696,595,0,0,-133.3,0,0,0,0,0,0,0,
136626,160.835,4.096,-1,-1,697,0,0,-133.3,0,0,0,0,0,0,0,
136807,158.177,4.1,-1,-1,-1,0,0,-133.3,0,0,0,0,0,0,0,
136899,153.765,4.08,-1,-1,583,0,0,-133.3,0,0,0,0,0,0,0,
136996,163.646,4.096,-1,647,562,0,0,-133.3,0,0,0,0,0,0,0,
137088,160.173,4.094,-1,-1,595,0,0,-133.3,0,0,0,0,0,0,0,
137185,155.27,4.098,-1,659,597,0,0,-133.3,0,0,0,0,0,0,0,
137277,162.788,4.08,-1,672,584,0,0,-133.3,0,0,0,0,0,0,0,
137369,160.127,4.097,-1,-1,574,0,0,-133.3,0,0,0,0,0,0,0,
137466,156.547,4.095,-1,-1,594,0,0,-133.3,0,0,0,0,0,0,0,
137559,162.445,4.067,-1,-1,572,0,0,-133.3,0,0,0,0,0,0,0,
137656,159.729,4.072,-1,-1,594,0,0,-133.3,0,0,0,0,0,0,0,
137747,158.083,4.089,-1,645,526,0,0,-133.3,0,0,0,0,0,0,0,
137838,160.655,4.087,-1,657,584,0,0,-133.3,0,0,0,0,0,0,0,
137933,162.405,4.069,-1,-1,547,0,0,-133.3,0,0,0,0,0,0,0,
138028,160.058,4.094,-1,676,595,0,0,-133.3,0,0,0,0,0,0,0,
138126,157.203,4.076,-1,-1,583,0,0,-133.3,0,0,0,0,0,0,0,
138217,162.404,4.083,-1,-1,561,0,0,-133.3,0,0,0,0,0,0,0,
138309,160.658,4.101,-1,-1,584,0,0,-133.3,0,0,0,0,0,0,0,
138407,155.264,4.066,-1,-1,498,0,0,-133.3,0,0,0,0,0,0,0,
138500,290.066,4.021,-1,-1,583,1,0.8,-133.3,0,0.5,2,27,25,60,60,
138596,278.85,4.065,-1,-1,541,24.8,18.7,-133.5,-1.9,7.3,29.2,175,171,100,100,
138691,215.129,4.049,-1,-1,562,33.3,24.8,-133.7,-2.7,8.7,35.3,337,332,62,63,
138790,227.528,4.088,-1,-1,605,26.3,18.4,-133.8,-0.9,5.1,19.8,434,430,46,46,
138890,259.462,4.09,690,662,563,16.9,16.9,-133.7,-0.8,4.9,18.9,523,519,62,61,
138989,239.043,4.089,-1,-1,553,21,17.6,-133.8,-1.1,5.7,22.2,636,629,60,60,
139088,228.565,4.076,-1,645,527,24.4,17.8,-134,-1.2,5.6,22.2,744,737,55,56,
139188,240.266,4.081,-1,644,510,23.7,16.9,-134.1,-1,5.3,20.7,847,839,55,56,
139282,233.756,4.048,-1,662,459,14.8,14.8,-134.3,-1,5.3,20.7,945,936,56,59,
139380,232.655,4.09,-1,-1,478,15.5,15.5,-134.2,-1.2,5.8,22.7,1047,1040,56,58,
139481,228.321,4.058,-1,703,677,15.7,15.7,-134.3,-1.2,5.8,22.7,1151,1145,56,58,
139579,240.271,4.039,-1,-1,606,19.8,16.6,-134.3,-1.2,5.7,22.2,1253,1247,58,59,
139679,229.481,4.094,-1,-1,619,16.8,16.8,-134.2,-1,5.4,21.1,1356,1352,59,60,
139780,237.393,4.097,-1,-1,583,20.6,16.7,-134.2,-1.3,6,23.6,1462,1459,59,59,
139881,231.44,4.093,-1,-1,593,17,17,-134.3,-1.3,5.9,23.1,1568,1565,59,59,
139982,233.26,4.094,-1,617,574,16.6,16.6,-134.3,-1.3,5.9,23.4,1674,1672,59,59,
140083,230.949,4.088,-1,-1,-1,16.6,16.6,-134.4,-1.3,5.9,23.1,1781,1778,59,58,
140179,231.205,4.072,-1,-1,563,16.1,16.1,-134.6,-1.1,5.7,22.2,1883,1880,59,60,
140261,231.227,4.015,-1,-1,560,13.6,13.6,-134.7,-0.8,4.9,18.9,1971,1968,58,58,
140360,223.302,4.096,696,660,562,16.3,16.3,-134.8,-1.2,5.7,22.5,2074,2071,58,58,
140457,225.536,4.04,-1,-1,559,18.6,15.2,-134.8,-1,5.4,21.1,2176,2172,58,58,
140549,230.227,4.04,-1,-1,551,16.3,16.3,-134.9,-1.3,6,23.6,2273,2269,58,58,
140646,227.207,4.053,-1,678,561,20.2,16.1,-135,-1,5.3,20.9,2372,2369,59,59,
140744,236.7,4.031,-1,-1,621,23.5,19.1,-135.1,-1.4,6.2,24.5,2475,2471,60,60,
140839,225.089,4.049,-1,-1,562,23.6,18.9,-135.1,-1.3,6.1,23.8,2576,2571,60,60,
140937,235.668,4.01,-1,-1,634,24.7,17.7,-135.2,-1.1,5.4,21.3,2679,2673,60,60,
141028,227.466,4.046,-1,689,489,23,19.2,-135.2,-1.1,5.7,22.2,2775,2770,60,61,
141109,219.368,4.093,-1,-1,594,15.2,15.2,-135.1,-0.7,4.4,17.1,2862,2857,58,58,
141189,219.246,4.094,-1,-1,575,15.2,15.2,-135.2,-0.7,4.4,17.1,2948,2943,57,58,
141289,217.932,4.092,-1,-1,572,19.5,19.5,-135.2,-1.1,5.6,22,3053,3050,57,57,
141388,217.306,4.032,-1,-1,560,19.5,19.5,-135.3,-1.1,5.6,21.8,3158,3154,57,57,
