Evobot Gen01 - Sensor Stream, Time Commenced:01-Mar-2015 12:52:20
time,current,Voltage,IR_L,IR_C,IR_R,IMU_disp_X,IMU_disp_Y,Yaw,Opt_flow_X,Opt_flow_Y,Opt_flow_YAW,Encoder_X,Encoder_Y,Motor_L,Motor_R,
141457,151.705,4.019,-1,-1,-1,0,0,-128.3,0,0,0,0,-1,0,0,
141547,167.636,3.998,-1,-1,-1,0,0,-128.3,0,0,0,0,-1,0,0,
141625,166.764,4.01,-1,-1,-1,0,0,-128.3,0,0,0,0,-1,0,0,
141633,173.099,4,-1,-1,-1,0,0,-128.3,0,0,0,0,-1,0,0,
141728,145.175,4.032,-1,-1,-1,0,0,-128.3,0,0,0,0,-1,0,0,
141820,158.069,4.003,-1,-1,-1,0,0,-128.3,0,0,0,0,-1,0,0,
141917,169.267,4.017,-1,-1,-1,0,0,-128.3,0,0,0,0,-1,0,0,
142008,150.241,4.028,-1,-1,-1,0,0,-128.3,0,0,0,0,-1,0,0,
142100,152.218,4.012,-1,-1,-1,0,0,-128.3,0,0,0,0,-1,0,0,
142198,160.535,4.018,-1,-1,-1,0,0,-128.3,0,0,0,0,-1,0,0,
142290,155.457,4.025,-1,-1,-1,0,0,-128.3,0,0,0,0,-1,0,0,
142389,288.139,3.998,-1,-1,-1,0.5,0.2,-128.3,0,0.6,-2.3,21,17,60,60,
142482,298.356,3.96,558,-1,-1,15.1,10.2,-128.5,1.9,14.2,-9,160,145,100,100,
142581,217.814,4.019,-1,-1,-1,36.2,19.7,-129.3,0.6,19.2,-3.1,320,296,46,55,
142679,257.708,3.964,-1,-1,-1,12.8,5.3,-129.3,0.2,9.6,-1.7,404,382,49,57,
142777,266.434,3.944,-1,-1,-1,6.7,4.2,-129.5,0.2,11.1,-1.9,500,476,59,70,
142872,249.773,4.005,-1,-1,-1,5.3,5.3,-129.6,0.3,14.5,-2,605,583,56,65,
142971,252.512,4.009,-1,-1,-1,7.8,5.1,-129.5,0.4,13.1,-2,709,690,55,62,
143069,246.661,3.9,604,-1,643,4.7,4.7,-129.4,0.3,12.2,-1.4,813,794,55,61,
143162,255.458,3.944,-1,-1,605,4.5,4.5,-129.5,0.3,12.1,-1.9,910,891,55,62,
143261,247.623,3.982,-1,-1,597,4.7,4.7,-129.5,0.3,12.8,-2,1013,994,55,62,
143359,256.878,3.99,-1,-1,544,4.8,4.8,-129.5,0.3,12,-2.1,1114,1095,55,63,
143452,239.857,4.015,-1,-1,463,4.4,4.4,-129.6,0.3,12.1,-2.4,1211,1191,56,64,
143550,254.932,3.998,-1,-1,451,4.6,4.6,-129.7,0.3,11.9,-2.1,1313,1294,56,64,
143642,257.157,4.001,-1,-1,437,4.4,4.4,-129.7,0.4,12.1,-2.1,1410,1389,55,64,
143741,254.609,4.004,-1,-1,-1,4.8,4.8,-129.8,0.4,12.7,-2.5,1513,1491,55,65,
143839,252.917,3.963,-1,-1,571,4.7,4.7,-129.8,0.2,12,-1.6,1615,1595,55,65,
143933,240.98,3.942,-1,-1,-1,4.5,4.5,-129.9,0.3,12.4,-1.4,1713,1694,55,64,
144031,252.106,4.001,-1,-1,-1,4.7,4.7,-129.8,0.4,13.1,-2,1818,1800,55,62,
144123,239.003,4,-1,-1,-1,4.5,4.5,-130,0.2,11.9,-1.8,1915,1896,54,62,
144221,247.868,3.945,-1,-1,-1,4.8,4.8,-130,0.4,13,-2,2019,1999,54,62,
144320,241.2,4.001,-1,-1,632,4.8,4.8,-130,0.4,12,-1.6,2121,2101,54,63,
144415,242.067,4.006,690,-1,-1,4.4,4.4,-130,0.3,12.1,-2.4,2220,2200,55,64,
144512,247.68,3.962,-1,-1,-1,4.5,4.5,-130.1,0.2,11.6,-1.5,2321,2300,55,65,
144604,255.221,3.999,-1,-1,-1,4.4,4.4,-130.2,0.2,12,-1.6,2417,2395,56,65,
144701,252.911,3.886,-1,-1,-1,4.6,4.6,-130.3,0.3,11.6,-1.5,2517,2497,56,65,
144794,256.319,3.99,-1,-1,-1,4.4,4.4,-130.4,0.3,12,-1.6,2615,2593,57,65,
144891,245.673,3.922,-1,-1,-1,4.7,4.7,-130.5,0.2,11.9,-1.8,2717,2695,57,66,
144984,239.365,3.964,-1,-1,-1,4.4,4.4,-130.5,0.3,12.4,-1.7,2816,2794,57,65,
145081,250.516,3.977,-1,-1,-1,4.7,4.7,-130.5,0.3,12.3,-1.9,2920,2899,55,63,
145181,226.377,3.98,-1,-1,-1,4.8,4.8,-130.5,0.3,12.4,-1.7,3026,3006,55,62,
145274,247.001,3.948,-1,-1,-1,4.6,4.6,-130.6,0.3,12.2,-1.9,3125,3104,55,62,
145373,234.281,3.992,-1,-1,-1,4.8,4.8,-130.7,0.3,12.1,-1.6,3229,3208,55,62,
145466,241.073,3.973,-1,-1,-1,4.6,4.6,-130.7,0.4,12.4,-2.2,3327,3305,55,62,
145563,254.678,3.975,-1,-1,-1,4.7,4.7,-130.8,0.4,12.8,-2,3428,3408,55,62,
145656,241.544,4.002,-1,-1,-1,4.4,4.4,-130.7,0.3,11.9,-1.8,3524,3506,56,62,
145753,249.394,3.92,-1,-1,649,6.6,4.3,-130.8,0.2,11.9,-1.8,3626,3606,56,62,
145845,246.157,4.009,-1,-1,-1,3.8,3.8,-130.9,0.2,11.9,-1.8,3721,3701,56,63,
145942,248.68,4.012,-1,-1,-1,3.9,3.9,-130.8,0.2,11.7,-1.3,3820,3802,55,64,
146042,245.881,3.978,-1,-1,-1,4.1,4.1,-130.8,0.3,12.2,-1.9,3923,3907,54,67,
146135,238.848,4.006,-1,-1,-1,3.6,3.6,-130.6,0.2,12.4,-1.7,4020,4011,52,66,
146235,228.521,4.018,-1,-1,-1,4.1,4.1,-130.3,0.3,13.4,-1.6,4122,4121,50,66,
146332,242.075,4.005,-1,-1,-1,4,4,-129.9,0.2,11.9,-1.6,4220,4225,50,66,
146424,247.111,3.937,-1,-1,-1,3.6,3.6,-129.6,0.2,11.9,-1.6,4312,4324,50,66,
146522,246.946,3.938,-1,-1,-1,4.1,4.1,-129.5,0.2,11.8,-1.3,4410,4428,50,68,
146616,244.269,3.952,-1,-1,-1,3.8,3.8,-129.2,0.2,12.1,-1.4,4503,4528,50,69,
146714,251.189,4.007,-1,-1,-1,4,4,-128.9,0.2,11.9,-1.3,4602,4636,50,69,
146811,253.724,3.933,-1,-1,-1,3.8,3.8,-128.5,0.1,12.1,-1.1,4698,4742,51,69,
146906,249.773,3.97,-1,-1,-1,3.9,3.9,-128.2,0.2,13.7,-1.2,4793,4844,51,69,
147003,254.809,4.005,-1,-1,-1,4,4,-127.8,0.1,11.8,-0.8,4889,4950,52,69,
147096,243.348,4.021,384,-1,-1,3.8,3.8,-127.5,0.1,12.1,-1.4,4982,5051,52,69,
147195,258.948,3.956,-1,-1,-1,4,4,-127.2,0.3,13.2,-1.8,5084,5159,53,68,
147293,238.593,4.023,475,-1,-1,4,4,-127.1,0.4,12.2,-1.9,5186,5265,51,67,
147388,252.733,3.999,431,-1,-1,3.8,3.8,-126.9,0.2,12.2,-1.6,5282,5366,52,67,
147484,261.05,3.931,604,-1,-1,3.9,3.9,-126.7,0.2,12,-1.6,5382,5470,51,67,
147578,237.127,3.917,546,-1,-1,5.9,3.9,-126.5,0.3,12.2,-1.4,5479,5573,51,66,
147674,254.853,3.947,579,-1,-1,3.6,3.6,-126.2,0.3,11.9,-1.3,5577,5677,51,65,
147774,242.796,3.978,460,-1,-1,3.8,3.8,-126,0.2,12.2,-1.4,5677,5783,52,65,
147867,254.794,3.895,569,-1,-1,3.4,3.4,-125.8,0.2,12,-1.1,5772,5882,53,65,
147966,259.482,4.006,-1,-1,-1,3.6,3.6,-125.6,0.1,12.6,-1.2,5870,5987,55,65,
148065,253.956,3.977,501,-1,688,6.2,3.5,-125.5,0.2,12.2,-1.6,5974,6092,55,65,
148158,253.931,4.011,405,-1,-1,2.6,2.6,-125.4,0.3,12.2,-1.9,6071,6190,56,65,
148255,262.287,3.993,557,-1,-1,2.7,2.7,-125.6,0.2,11.9,-1.6,6173,6291,56,66,
