Evobot Gen01 - Sensor Stream, Time Commenced:01-Mar-2015 12:52:17
time,current,Voltage,IR_L,IR_C,IR_R,IMU_disp_X,IMU_disp_Y,Yaw,Opt_flow_X,Opt_flow_Y,Opt_flow_YAW,Encoder_X,Encoder_Y,Motor_L,Motor_R,
139859,154.951,3.957,609,-1,-1,0,0,-142.1,0,0,0,0,0,0,0,
139950,153,3.95,611,-1,-1,0,0,-142,0,0,0,0,0,0,0,
140040,162.137,3.957,623,-1,-1,0,0,-142,0,0,0,0,0,0,0,
140051,153.155,3.936,504,-1,-1,0,0,-142,0,0,0,0,0,0,0,
140139,157.958,3.95,622,-1,-1,0,0,-142,0,0,0,0,0,0,0,
140230,161.902,3.955,637,659,-1,0,0,-142,0,0,0,0,0,0,0,
140322,159.456,3.956,637,-1,691,0,0,-142,0,0,0,0,0,0,0,
140420,156.604,3.951,651,698,-1,0,0,-142,0,0,0,0,0,0,0,
140515,161.897,3.953,638,-1,-1,0,0,-142,0,0,0,0,0,0,0,
140611,149.115,3.96,652,-1,706,0,0,-142,0,0,0,0,0,0,0,
140702,157.286,3.942,649,648,-1,0,0,-142.1,0,0,0,0,0,0,0,
140800,161.173,3.962,663,675,-1,0,0,-142.1,0,0,0,0,0,0,0,
140890,151.815,3.956,650,674,-1,0,0,-142,0,0,0,0,0,0,0,
140981,157.042,3.954,666,-1,-1,0,0,-142.1,0,0,0,0,0,0,0,
141076,161.35,3.959,678,678,-1,0,0,-142.1,0,0,0,0,0,0,0,
141170,274.788,3.907,681,690,-1,0,0,-142.1,0,0,0,6,7,60,60,
141261,300.603,3.921,490,652,-1,8.7,8.1,-141.9,1.8,10,-12.7,114,117,100,100,
141361,213.811,3.957,699,697,-1,20.6,18.3,-141.8,0.8,19.2,-4.5,285,290,48,46,
141453,234.418,3.953,544,619,-1,14.2,7.9,-141.7,0.2,10.3,-2.1,371,377,53,50,
141550,258.978,3.952,701,-1,703,6.1,6.1,-141.7,0.2,9.4,-2.1,458,464,61,58,
141631,251.211,3.899,-1,663,-1,5.3,5.3,-141.8,0.3,9.4,-1.9,548,554,62,60,
141731,246.258,3.952,-1,688,-1,9.7,5.9,-141.8,0.5,13.1,-3.2,659,663,57,56,
141830,241.796,3.887,489,648,-1,5.5,5.5,-141.8,0.4,11.5,-2.7,764,768,56,55,
141930,250.578,3.884,700,-1,706,5.6,5.6,-141.8,0.3,11.6,-2.7,867,871,57,56,
142029,247.245,3.916,698,613,-1,5.8,5.8,-141.9,0.4,11.8,-2.5,971,973,58,58,
142128,253.133,3.89,683,650,-1,5.5,5.5,-142,0.2,11.8,-2.8,1075,1077,58,58,
142220,247.941,3.934,683,-1,-1,5.5,5.5,-141.9,0.4,12,-2.6,1169,1174,58,58,
142312,252.379,3.951,666,-1,-1,6,4.8,-141.8,0.2,11.1,-2.4,1262,1270,60,58,
142411,256.945,3.852,668,634,-1,4.9,4.9,-141.7,0.4,12.3,-2.9,1367,1376,61,58,
142509,245.286,3.94,652,-1,688,4.8,4.8,-141.7,0.3,11.8,-2.5,1470,1481,60,56,
142602,251.065,3.894,581,-1,631,4,4,-141.7,0.3,11.5,-2.5,1568,1578,60,56,
142700,248.382,3.911,665,691,673,4,4,-141.8,0.3,11.4,-2.5,1671,1680,60,56,
142793,241.959,3.942,652,-1,-1,3.8,3.8,-141.9,0.4,11.5,-2.5,1770,1778,59,56,
142889,250.91,3.887,652,-1,-1,6.4,5.4,-142,0.3,11.1,-2.6,1873,1879,59,56,
142984,247.288,3.939,652,-1,-1,5.9,5.9,-142.1,0.3,11.7,-2.5,1972,1980,59,55,
143080,247.43,3.953,652,-1,656,6,6,-142.2,0.2,11.3,-2.7,2072,2078,59,56,
143160,247.24,3.881,682,-1,-1,5.4,4.6,-142.3,0.2,8.9,-2,2156,2163,59,57,
143258,251.153,3.875,669,674,-1,5.2,5.2,-142.2,0.4,11.8,-3,2259,2266,60,57,
